-0.06,0.047,0
-0.1164,0.0445,0
-0.197,0.0472,0
-0.196,0.0817,0
-0.185,0.0965,0
-0.1653,0.0947,0
-0.1616,0.0873,0
-0.1521,0.081,0
-0.1397,0.0922,0
-0.1169,0.0817,0
-0.1033,0.0805,0
-0.0845,0.0911,0
-0.06,0.047,0
